ref,book_name,chapter,verse,fresh_translation,brenton_translation,same_normalized,decision_count,footnote_count,importance
Exodus 5:13,Exodus,5,13,"And the taskmasters hurried them, saying, 'Finish the works assigned each day, just as when the straw was being given to you.'","And the taskmasters hastened them, saying, Fulfil your regular daily tasks, even as when straw was given you.",no,0,0,medium
Exodus 5:14,Exodus,5,14,"And the scribes from the race of the sons of Israel, those appointed over them by Pharaoh's overseers, were beaten, saying, 'Why have you not completed your quotas of brick-making as yesterday and the day before, and now today as well?'","And the accountants of the race of the children of Israel, who were set over them by the masters of Pharao, were scourged, [and questioned,] men saying, Why have ye not fulfilled your rates of brick-work as yesterday and the third day, to-day also?",no,0,0,low
Exodus 5:15,Exodus,5,15,"Then the scribes of the sons of Israel went in and cried out to Pharaoh, saying, 'Why do you act this way toward your servants?'","And the accountants of the children of Israel went in and cried to Pharao, saying, Why dost thou act thus to thy servants?",no,0,0,low
Exodus 5:16,Exodus,5,16,"Straw is not given to your servants, and they tell us, Make bricks. And look, your servants are being beaten. But you do wrong to your people.","Straw is not given to thy servants, and they tell us to make brick; and behold thy servants have been scourged: thou wilt therefore injure thy people.",no,0,0,medium
Exodus 5:17,Exodus,5,17,"And he said to them, 'You are idle; you are idlers. Because of this you say, Let us go sacrifice to our God.'","And he said to them, Ye are idle, ye are idlers: therefore ye say, Let us go and do sacrifice to our God.",no,0,0,low
Exodus 5:18,Exodus,5,18,"Now then, go work. For straw will not be given to you, yet you must deliver the quota of bricks.","Now then go and work, for straw shall not be given to you, yet ye shall return the rate of bricks.",no,0,0,low
Exodus 5:19,Exodus,5,19,"And the scribes of the sons of Israel saw themselves in trouble, as it was said, 'You shall not leave off from the bricks assigned each day.'","And the accountants of the children of Israel saw themselves in an evil plight, men saying, Ye shall not fail to deliver the daily rate of the brick-making.",no,0,0,low
Exodus 5:20,Exodus,5,20,"Then they met Moses and Aaron, who were standing to meet them as they came out from Pharaoh.","And they met Moses and Aaron coming forth to meet them, as they came forth from Pharao.",no,0,0,low
Exodus 5:21,Exodus,5,21,"And they said to them, 'May God look upon you and judge, because you have made our smell abhorrent before Pharaoh and before his servants, putting a sword into his hands to kill us.'","And they said to them, The Lord look upon you and judge you, for ye have made our savour abominable before Pharao, and before his servants, to put a sword into his hands to slay us.",no,1,1,high
Exodus 5:22,Exodus,5,22,"Then Moses turned back to the Lord and said, 'Lord, why have you afflicted this people, and why have you sent me?'","And Moses turned to the Lord, and said, I pray, Lord, why hast thou afflicted this people? and wherefore hast thou sent me?",no,0,0,low
Exodus 5:23,Exodus,5,23,"For from the time I went to Pharaoh to speak in your name, he has afflicted this people, and you have certainly not rescued your people.","For from the time that I went to Pharao to speak in thy name, he has afflicted this people, and thou hast not delivered thy people.",no,0,0,low
Exodus 6:1,Exodus,6,1,"And the Lord said to Moses, 'Now you will see what I will do to Pharaoh. For with a mighty hand he will send them out, and with a high arm he will cast them out of his land.'","And the Lord said to Moses, Now thou shalt see what I will do to Pharao; for he shall send them forth with a mighty hand, and with a high arm shall he cast them out of his land.",no,0,0,low
Exodus 6:2,Exodus,6,2,"And God spoke to Moses and said to him, 'I am the Lord.'","And God spoke to Moses and said to him, I am the Lord.",yes,0,0,none
Exodus 6:3,Exodus,6,3,"And I appeared to Abraham and Isaac and Jacob as their God, but my name Lord I did not make known to them.","And I appeared to Abraam and Isaac and Jacob, being their God, but I did not manifest to them my name Lord.",no,1,1,high
Exodus 6:4,Exodus,6,4,"And I also established my covenant with them, to give them the land of the Canaanites, the land where they sojourned, in which they also lived as strangers.","And I established my covenant with them, to give them the land of the Chananites, the land wherein they sojourned, in which also they dwelt as strangers.",no,0,0,low
Exodus 6:5,Exodus,6,5,"And I also heard the groaning of the sons of Israel, whom the Egyptians enslave, and I remembered the covenant with you.",And I hearkened to the groaning of the children of Israel (the affliction with which the Egyptians enslave them) and I remembered the covenant with you.,no,1,1,high
Exodus 6:6,Exodus,6,6,"Go, say to the sons of Israel, I am the Lord, and I will bring you out from the tyranny of the Egyptians, and I will rescue you from slavery, and I will redeem you with a high arm and with great judgment.","Go, speak to the children of Israel, saying, I am the Lord; and I will lead you forth from the tyranny of the Egyptians, and I will deliver you from bondage, and I will ransom you with a high arm, and great judgment.",no,0,0,low
Exodus 6:7,Exodus,6,7,"And I will take you to myself as a people for me, and I will be your God, and you will know that I am the Lord your God, the one bringing you out from the oppression of the Egyptians.","And I will take you to me a people for myself, and will be your God; and ye shall know that I am the Lord your God, who brought you out from the tyranny of the Egyptians.",no,0,0,low
Exodus 6:8,Exodus,6,8,"And I will bring you into the land into which I stretched out my hand to give it to Abraham and Isaac and Jacob, and I will give it to you as an inheritance. I am the Lord.","And I will bring you into the land concerning which I stretched out my hand to give it to Abraam and Isaac and Jacob, and I will give it you for an inheritance: I am the Lord.",no,0,0,low
Exodus 6:9,Exodus,6,9,"And Moses spoke thus to the sons of Israel, but they did not listen to Moses because of shortness of spirit and because of the hard labors.","And Moses spoke thus to the sons of Israel, and they hearkened not to Moses for faint-heartedness, and for their hard tasks.",no,1,1,high
Exodus 6:10,Exodus,6,10,"Then the Lord said to Moses, saying,","And the Lord spoke to Moses, saying,",no,0,0,low
Exodus 6:11,Exodus,6,11,"Go in, speak to Pharaoh king of Egypt, so that he may send out the sons of Israel from his land.","Go in, speak to Pharao king of Egypt, that he send forth the children of Israel out of his land.",no,0,0,low
Exodus 6:12,Exodus,6,12,"But Moses spoke before the Lord, saying, 'Look, the sons of Israel did not listen to me; so how will Pharaoh listen to me? And I am without speech.'","And Moses spoke before the Lord, saying, Behold, the children of Israel hearkened not to me, and how shall Pharao hearken to me? and I am not eloquent.",no,1,1,high
Exodus 6:13,Exodus,6,13,"And the Lord spoke to Moses and Aaron, and he charged them concerning Pharaoh king of Egypt, that he should send out the sons of Israel from the land of Egypt.","And the Lord spoke to Moses and Aaron, and gave them a charge to Pharao king of Egypt, that he should send forth the children of Israel out of the land of Egypt.",no,0,0,low
Exodus 6:14,Exodus,6,14,"And these are the heads of the houses of their families: sons of Reuben, firstborn of Israel: Enoch and Phallus, Asron and Charmi. This is the kindred of Reuben.","And these are the heads of the houses of their families: the sons of Ruben the first-born of Israel; Enoch and Phallus, Asron, and Charmi, this is the kindred of Ruben.",no,0,0,low
Exodus 6:15,Exodus,6,15,"And sons of Simeon: Jemuel and Jamin and Aod and Jachin and Saar and Saul, the one from the Phoenician woman. These are the families of the sons of Simeon.","And the sons of Symeon, Jemuel and Jamin, and Aod, and Jachin and Saar, and Saul the son of a Phœnician woman, these are the families of the sons of Symeon.",no,0,0,medium
Exodus 6:16,Exodus,6,16,"And these are the names of the sons of Levi according to their kinships: Gedson, Caath, and Merari. And the years of Levi's life were one hundred thirty-seven.","And these are the names of the sons of Levi according to their kindreds, Gedson, Caath, and Merari; and the years of the life of Levi were a hundred and thirty-seven.",no,0,0,low
Exodus 6:17,Exodus,6,17,"And these are the sons of Gedson: Lobeni and Semei, houses of their families.","And these are the sons of Gedson, Lobeni and Semei, the houses of their family. And the sons of Caath,",no,0,0,low
