ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation,ukjv_translation,review_status,review_notes
Matthew 3:1,MAT,Matthew,3,1,εν δε ταις ημεραις εκειναις παραγινεται ιωαννης ο βαπτιστης κηρυσσων εν τη ερημω της ιουδαιας,en de taiv hmeraiv ekeinaiv paraginetai iwannhv o baptisthv khrusswn en th erhmw thv ioudaiav,,,"In those days came John the Baptist, preaching in the wilderness of Judea,","In those days came John the Baptist, preaching in the wilderness of Judaea,",tr_literal_pass1,standardized Judea spelling
Matthew 3:2,MAT,Matthew,3,2,και λεγων μετανοειτε ηγγικεν γαρ η βασιλεια των ουρανων,kai legwn metanoeite hggiken gar h basileia twn ouranwn,,,"And saying, Repent you: for the kingdom of heaven is at hand.","And saying, Repent all of you: for the kingdom of heaven is at hand.",tr_literal_pass1,removed UKJV plural-expansion artifact
Matthew 3:3,MAT,Matthew,3,3,ουτος γαρ εστιν ο ρηθεις υπο ησαιου του προφητου λεγοντος φωνη βοωντος εν τη ερημω ετοιμασατε την οδον κυριου ευθειας ποιειτε τας τριβους αυτου,outov gar estin o rhyeiv upo hsaiou tou profhtou legontov fwnh bowntov en th erhmw etoimasate thn odon kuriou euyeiav poieite tav tribouv autou,,,"For this is the one who was spoken of by the prophet Isaiah, saying, The voice of one crying in the wilderness, Prepare you the way of the Lord, make his paths straight.","For this is he that was spoken of by the prophet Isaiah, saying, The voice of one crying in the wilderness, Prepare all of you the way of the Lord, make his paths straight.",tr_literal_pass1,modernized he-that relative; normalized NT kurios as Lord; removed UKJV plural-expansion artifact
Matthew 3:4,MAT,Matthew,3,4,αυτος δε ο ιωαννης ειχεν το ενδυμα αυτου απο τριχων καμηλου και ζωνην δερματινην περι την οσφυν αυτου η δε τροφη αυτου ην ακριδες και μελι αγριον,autov de o iwannhv eicen to enduma autou apo tricwn kamhlou kai zwnhn dermatinhn peri thn osfun autou h de trofh autou hn akridev kai meli agrion,,,"And the same John had his clothing of camel's hair, and a leathern girdle about his loins; and his food was locusts and wild honey.","And the same John had his raiment of camel's hair, and a leathern girdle about his loins; and his food was locusts and wild honey.",tr_literal_pass1,modernized raiment
Matthew 3:5,MAT,Matthew,3,5,τοτε εξεπορευετο προς αυτον ιεροσολυμα και πασα η ιουδαια και πασα η περιχωρος του ιορδανου,tote exeporeueto prov auton ierosoluma kai pasa h ioudaia kai pasa h pericwrov tou iordanou,,,"Then went out to him Jerusalem, and all Judea, and all the region round about Jordan,","Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,",tr_literal_pass1,standardized Judea spelling
Matthew 3:6,MAT,Matthew,3,6,και εβαπτιζοντο εν τω ιορδανη υπ αυτου εξομολογουμενοι τας αμαρτιας αυτων,kai ebaptizonto en tw iordanh up autou exomologoumenoi tav amartiav autwn,,,"And were baptized of him in Jordan, confessing their sins.","And were baptized of him in Jordan, confessing their sins.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 3:7,MAT,Matthew,3,7,ιδων δε πολλους των φαρισαιων και σαδδουκαιων ερχομενους επι το βαπτισμα αυτου ειπεν αυτοις γεννηματα εχιδνων τις υπεδειξεν υμιν φυγειν απο της μελλουσης οργης,idwn de pollouv twn farisaiwn kai saddoukaiwn ercomenouv epi to baptisma autou eipen autoiv gennhmata ecidnwn tiv upedeixen umin fugein apo thv melloushv orghv,,,"But when he saw many of the Pharisees and Sadducees come to his baptism, he said to them, O generation of vipers, who has warned you to flee from the wrath to come?","But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who has warned you to flee from the wrath to come?",tr_literal_pass1,modernized archaic directional unto
Matthew 3:8,MAT,Matthew,3,8,ποιησατε ουν καρπους αξιους της μετανοιας,poihsate oun karpouv axiouv thv metanoiav,,,Bring forth therefore fruits worthy of repentance:,Bring forth therefore fruits meet for repentance:,tr_literal_pass1,rendered axios as worthy
Matthew 3:9,MAT,Matthew,3,9,και μη δοξητε λεγειν εν εαυτοις πατερα εχομεν τον αβρααμ λεγω γαρ υμιν οτι δυναται ο θεος εκ των λιθων τουτων εγειραι τεκνα τω αβρααμ,kai mh doxhte legein en eautoiv patera ecomen ton abraam legw gar umin oti dunatai o yeov ek twn liywn toutwn egeirai tekna tw abraam,,,"And do not think to say within yourselves, We have Abraham to our father: for I say to you, that God is able of these stones to raise up children to Abraham.","And think not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham.",tr_literal_pass1,modernized archaic directional unto; modernized think-not wording
Matthew 3:10,MAT,Matthew,3,10,ηδη δε και η αξινη προς την ριζαν των δενδρων κειται παν ουν δενδρον μη ποιουν καρπον καλον εκκοπτεται και εις πυρ βαλλεται,hdh de kai h axinh prov thn rizan twn dendrwn keitai pan oun dendron mh poioun karpon kalon ekkoptetai kai eiv pur balletai,,,"And now also the axe is laid to the root of the trees: therefore every tree which does not bring forth good fruit is cut down, and cast into the fire.","And now also the axe is laid unto the root of the trees: therefore every tree which brings not forth good fruit is hewn down, and cast into the fire.",tr_literal_pass1,modernized archaic directional unto; modernized brings-not wording; modernized hewn
Matthew 3:11,MAT,Matthew,3,11,εγω μεν βαπτιζω υμας εν υδατι εις μετανοιαν ο δε οπισω μου ερχομενος ισχυροτερος μου εστιν ου ουκ ειμι ικανος τα υποδηματα βαστασαι αυτος υμας βαπτισει εν πνευματι αγιω και πυρι,egw men baptizw umav en udati eiv metanoian o de opisw mou ercomenov iscuroterov mou estin ou ouk eimi ikanov ta upodhmata bastasai autov umav baptisei en pneumati agiw kai puri,,,"I indeed baptize you with water to repentance; but the one who comes after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Spirit, and with fire:","I indeed baptize you with water unto repentance. but he that comes after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Spirit, (o. pneuma) and with fire:",tr_literal_manual,manual TR literal override
Matthew 3:12,MAT,Matthew,3,12,ου το πτυον εν τη χειρι αυτου και διακαθαριει την αλωνα αυτου και συναξει τον σιτον αυτου εις την αποθηκην το δε αχυρον κατακαυσει πυρι ασβεστω,ou to ptuon en th ceiri autou kai diakayariei thn alwna autou kai sunaxei ton siton autou eiv thn apoyhkhn to de acuron katakausei puri asbestw,,,"Whose winnowing fork is in his hand, and he will thoroughly cleanse his threshing floor, and gather his wheat into the storehouse; but he will burn up the chaff with unquenchable fire.","Whose fan is in his hand, and he will thoroughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire.",tr_literal_pass1,rendered apotheke as storehouse; rendered halon as threshing floor; rendered ptuon as winnowing fork
Matthew 3:13,MAT,Matthew,3,13,τοτε παραγινεται ο ιησους απο της γαλιλαιας επι τον ιορδανην προς τον ιωαννην του βαπτισθηναι υπ αυτου,tote paraginetai o ihsouv apo thv galilaiav epi ton iordanhn prov ton iwannhn tou baptisyhnai up autou,,,"Then comes Jesus from Galilee to Jordan to John, to be baptized of him.","Then comes Jesus from Galilee to Jordan unto John, to be baptized of him.",tr_literal_pass1,modernized archaic directional unto
Matthew 3:14,MAT,Matthew,3,14,ο δε ιωαννης διεκωλυεν αυτον λεγων εγω χρειαν εχω υπο σου βαπτισθηναι και συ ερχη προς με,o de iwannhv diekwluen auton legwn egw creian ecw upo sou baptisyhnai kai su erch prov me,,,"But John forbade him, saying, I have need to be baptized of you, and come you to me?","But John forbad him, saying, I have need to be baptized of you, and come you to me?",tr_literal_pass1,modernized forbad
Matthew 3:15,MAT,Matthew,3,15,αποκριθεις δε ο ιησους ειπεν προς αυτον αφες αρτι ουτως γαρ πρεπον εστιν ημιν πληρωσαι πασαν δικαιοσυνην τοτε αφιησιν αυτον,apokriyeiv de o ihsouv eipen prov auton afev arti outwv gar prepon estin hmin plhrwsai pasan dikaiosunhn tote afihsin auton,,,"And Jesus answering said to him, Allow it now: for thus it becomes us to fulfill all righteousness. Then he allowed him.","And Jesus answering said unto him, Suffer it to be so now: for thus it becomes us to fulfill all righteousness. Then he suffered him.",tr_literal_pass1,modernized archaic directional unto; modernized suffer-as-allow wording
Matthew 3:16,MAT,Matthew,3,16,και βαπτισθεις ο ιησους ανεβη ευθυς απο του υδατος και ιδου ανεωχθησαν αυτω οι ουρανοι και ειδεν το πνευμα του θεου καταβαινον ωσει περιστεραν και ερχομενον επ αυτον,kai baptisyeiv o ihsouv anebh euyuv apo tou udatov kai idou anewcyhsan autw oi ouranoi kai eiden to pneuma tou yeou katabainon wsei peristeran kai ercomenon ep auton,,,"And Jesus, when he was baptized, went up immediately out of the water: and, look, the heavens were opened to him, and he saw the Spirit of God descending like a dove, and lighting upon him:","And Jesus, when he was baptized, went up immediately out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit (o. pneuma) of God descending like a dove, and lighting upon him:",tr_literal_pass1,modernized archaic directional unto; modernized lo; removed UKJV inline Strong-style lexical marker
Matthew 3:17,MAT,Matthew,3,17,και ιδου φωνη εκ των ουρανων λεγουσα ουτος εστιν ο υιος μου ο αγαπητος εν ω ευδοκησα,kai idou fwnh ek twn ouranwn legousa outov estin o uiov mou o agaphtov en w eudokhsa,,,"And look, a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.","And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.",tr_literal_manual,manual TR literal override
